dt,id,name,lat,lon,t,rt,dp,vsby,wdir,wspd,gdir,gspd
2022-11-13 23:00:02,45,MI-01 Brevort,46.00841,-85.00555,28,33,18,NA,333,1,335,5
2022-11-14 00:00:07,46,ESS 8 - Paradise,46.60047,-85.22383,27,30,25,3/4,0,0,281,2
2022-11-13 23:00:04,48,MI-02 Kalkaska,44.7166,-85.1906,25,NA,20,12,230,2,230,2
2022-11-14 00:00:04,49,I94MM0460 Hartford,42.192917,-86.1657,32,NA,29,10,178,2,169,3
2022-11-14 00:00:04,50,US41MM0001 Phoenix,47.38878,-88.27761,23,NA,22,NA,233,0,246,1
2022-11-13 23:00:05,51,Site # 2 - Maple City,44.8063,-85.8963,26,NA,24,12,145,2,163,1
2022-11-14 00:00:08,52,Eastport,45.1074,-85.3521,31,NA,22,10,25,3,24,5
2022-11-13 22:59:59,53,DeTour,45.97233,-84.08558,25,NA,19,10,327,0,4,2
2022-11-14 00:00:26,54,West Branch,44.24511,-84.22731,27,NA,23,7,330,5,327,6
2022-11-14 00:00:03,56,MI-01 Rapid River,45.9261,-86.9837,27,NA,22,10,353,1,16,5
2022-11-14 00:00:08,57,MI-02 Elmira,45.075,-84.8982,26,NA,24,10,205,1,213,2
2022-11-14 00:00:07,58,Lachine,45.0675,-83.7169,29,NA,28,7,310,5,305,9
2022-11-13 23:00:06,59,Houghton Lake,44.33489,-84.80651,25,NA,24,10,NA,NA,NA,NA
2022-11-14 00:00:08,61,Ludington,43.95574,-86.33909,30,NA,27,7,40,2,55,3
2022-11-13 23:00:02,62,Twin Lakes,46.88494,-88.8637,20,NA,18,NA,0,0,346,1
2022-11-13 23:00:06,63,T16 Kiva,46.2721,-87.1174,23,NA,20,10,335,1,342,3
2022-11-13 23:00:05,64,ESS Site 10 Ontonagon,46.86689,-89.31436,27,30,23,10,160,1,153,3
2022-11-13 23:00:06,65,MI-01 Harvey,46.48812,-87.23149,24,31,23,1,211,3,230,8
2022-11-13 23:00:05,66,MI-02 Curran,44.7265,-83.8083,27,NA,17,10,340,0,281,2
2022-11-14 00:00:10,67,St. Ignace,45.89735,-84.74475,28,34,NA,NA,NA,NA,NA,NA
2022-11-14 00:00:04,68,T17 Sundell,46.34745833,-87.11594722,24,NA,23,10,0,0,267,1
2022-11-14 00:00:27,69,WELLSTON ESS SIte #7,44.2227,-85.8053,27,NA,26,12,120,1,136,2
2022-11-13 23:00:05,70,MI-01 Engadine,46.10089,-85.6178,26,32,20,2 3/4,263,5,256,7
2022-11-14 00:00:03,71,Michigamme,46.53887,-88.12978,20,NA,17,8,60,0,71,1
2022-11-14 00:00:04,72,Trout Creek T3,46.47888,-88.99046,23,NA,21,10,58,NA,16,2
2022-11-14 00:00:00,76,St12 Cedar River,45.55023131,-87.26991195,26,NA,20,10,357,2,352,5
2022-11-13 23:00:07,79,Cooks,45.9096,-86.48062,27,32,26,NA,0,0,258,1
2022-11-13 23:59:59,81,T5 Calumet,47.21913,-88.458,23,28,21,5,67,0,70,1
2022-11-13 23:00:15,82,Wakefield,46.4773,-89.9519,20,NA,18,10,0,0,237,0
2022-11-13 23:00:06,83,Gwinn,46.27616,-87.41586,22,28,22,NA,305,1,295,2
2022-11-13 23:00:04,84,Rudyard,46.18625,-84.56087,26,31,NA,6,298,0,291,2
2022-11-13 23:00:03,85,Hermansville,45.75189,-87.6825,23,28,20,10,278,0,293,1
2022-11-13 23:00:05,86,T9 Republic,46.25009,-88.01069,20,NA,18,10,0,0,346,1
2022-11-14 00:00:08,87,Presque Isle # 32,45.331,-83.5754,31,NA,19,12,290,2,335,7
2022-11-13 22:59:59,88,Silver City,46.83028,-89.56828,31,NA,23,10,194,2,209,2
2022-11-13 23:59:59,89,T22 Blaney Park,46.1006,-85.9267,27,NA,23,10,269,2,282,4
2022-11-14 00:00:04,90,I94MM0844B Galesburg,42.271174,-85.441124,33,NA,28,10,224,0,222,3
2022-11-13 22:59:56,91,Gaylord West AWS#1,45.061387,-84.782222,NA,31,NA,NA,NA,NA,NA,NA
2022-11-13 22:59:54,94,Kalamazoo,42.23807,-85.677811,32,NA,27,12,NA,NA,NA,NA
2022-11-14 00:00:04,95,Fife Lake,44.5123,-85.4022,24,NA,23,10,140,0,206,2
2022-11-14 00:00:09,96,MANISTEE Site # 8,44.2198,-86.3088,29,NA,29,1/2,90,2,136,4
2022-11-13 23:00:21,97,MI-03 US-31 at 31BR,43.25075,-86.20448,NA,38,26,12,NA,NA,NA,NA
2022-11-13 23:58:42,98,MI-03 Coopersville,43.05335,-85.90804,NA,39,27,12,136,2,73,3
2022-11-14 00:00:13,99,MI-03 US-31 at I-96,43.17153,-86.20579,NA,39,26,12,21,1,28,2
2022-11-13 22:59:58,103,I-75 @ Square Lake Road,42.614312,-83.233604,32,30,21,NA,20,1,19,2
2022-11-14 00:00:05,110,Escanaba River Bridge,45.794878,-87.07607,28,28,21,12,343,2,311,6
2022-11-13 23:59:59,121,MDOT site,44.7556,-85.51966,29,31,27,12,142,1,155,3
2022-11-14 00:00:09,124,ESS 1 MM-22 AT NORTH EAGLE HWY,45.05765,-85.69938,30,77,24,12,45,1,57,5
2022-11-13 23:00:08,125,ESS 2 - M-32 AT COUNTY RD 491,44.96178,-84.28186,23,NA,19,12,NA,NA,NA,NA
2022-11-13 23:00:02,126,ESS 3  I-75 NORTH OF EXIT 215,44.28402,-84.32824,NA,30,NA,NA,NA,NA,NA,NA
2022-11-13 23:00:04,127,BDWS BRIDGE 1 - E 50 RD - US 131 M-MM 174.2,44.17932,-85.42504,NA,25,NA,NA,NA,NA,NA,NA
2022-11-13 23:00:06,128,B-2  M115 at N River Road,43.979868,-85.083738,24,30,19,12,0,0,107,1
2022-11-14 00:00:07,132,B-3  M-20 at Costabella Ave,43.595634,-85.085774,27,28,22,12,275,NA,277,1
2022-11-14 00:00:05,133,B-8  US-10 at M-47,43.59716,-84.139437,29,29,17,12,296,2,301,3
2022-11-13 23:00:03,134,B-15,43.177376,-83.769255,30,30,19,12,268,1,249,1
2022-11-13 23:58:15,135,B-17,42.80168,-83.730006,32,36,19,12,350,2,329,2
2022-11-14 00:00:02,136,B-19,43.009118,-83.679774,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-14 00:00:02,137,B-21  I-69 at M-24,43.024745,-83.322205,NA,27,NA,NA,NA,NA,NA,NA
2022-11-14 00:00:08,138,B-22 WB I-69 Rest Area W of Capac,42.992582,-82.959523,27,28,17,12,96,1,99,2
2022-11-14 00:00:07,139, B-27 I-75 at Zilwaukee Bridge,43.48901,-83.925009,29,23,18,12,355,2,7,3
2022-11-13 23:00:08,140,B-99 I-675 at Henry Marsh Bridge,43.440276,-83.948587,28,26,18,12,286,0,288,2
2022-11-13 22:59:59,141,M-1,42.774375,-83.526573,31,36,18,12,292,1,338,2
2022-11-14 00:00:05,142,M-2,42.868855,-83.295864,29,35,18,12,313,NA,325,3
2022-11-13 22:59:57,143,M-5,42.477155,-83.113198,34,36,20,NA,NA,NA,NA,NA
2022-11-13 23:59:59,144,M-1,42.707172,-82.774397,32,37,19,12,274,2,259,3
2022-11-13 22:58:04,145,M-1,42.367718,-83.545674,32,36,22,12,298,1,287,5
2022-11-14 00:00:27,146,M-9,42.341591,-83.4415,34,39,22,12,297,2,289,6
2022-11-13 23:00:00,147,M-9,42.275913,-83.160324,35,40,21,12,286,4,283,7
2022-11-13 23:59:57,149,M-11,42.21912,-83.54002,33,37,23,NA,NA,NA,NA,NA
2022-11-13 22:59:55,150,M-13,42.640709,-83.239648,32,36,20,NA,NA,NA,NA,NA
2022-11-13 22:59:55,151,M-14,42.453832,-83.430961,33,37,21,NA,NA,NA,NA,NA
2022-11-13 23:59:59,152,M-18,42.555847,-82.859558,33,38,19,12,336,3,336,7
2022-11-14 00:00:02,153,M-19,42.496231,-82.918015,33,NA,19,12,343,3,352,8
2022-11-13 22:59:55,154,M-22,42.187557,-83.243858,34,NA,23,NA,NA,NA,NA,NA
2022-11-13 23:58:27,155,M-24,42.383812,-83.478035,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-13 23:00:02,156,I75N @ Crooks,42.605172,-83.170011,33,36,21,12,341,0,340,2
2022-11-14 00:00:08,157,I75S-MM060.1,42.4604209,-83.1060032,35,41,21,12,11,5,11,8
2022-11-13 23:59:54,1,I75MM2638-ESS,44.785642,-84.715639,NA,NA,NA,10,NA,NA,NA,NA
2022-11-13 23:59:56,2,I75SMM2834-RPU,45.0549111,-84.6885,NA,31,NA,10,NA,NA,NA,NA
2022-11-14 00:59:56,4,Kalaska East M-72 at Sunset Trail,44.713161,-84.979797,25,NA,24,NA,NA,NA,NA,NA
2022-11-13 23:59:55,5,Interlochen ESS#5,44.658686,-85.815533,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-14 00:59:58,7,AWS #2 I-75 at Trowbridge,45.229483,-84.587187,28,22,19,NA,NA,NA,NA,NA
2022-11-14 00:59:56,9,Negaune,46.5346,-87.5278,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-13 23:59:54,10,US12MM6149 Edwardsburg,41.788123,-86.127571,NA,NA,26,10,309,0,267,1
2022-11-14 00:57:38,11,Escanaba River Bridge,45.794878,-87.07607,27,28,20,12,11,1,349,4
2022-11-14 01:00:01,12,ESS#4 Sherman,44.445858,-85.698384,25,NA,23,10,NA,NA,NA,NA
2022-11-14 01:00:01,13,M79MM0495 Hastings,42.610004,-85.263515,32,NA,25,10,283,1,285,4
2022-11-14 00:00:05,14,I94MM1083B Marshall,42.297782,-84.999126,32,NA,26,10,19,1,47,2
2022-11-13 23:59:57,15,Covington Site 6,46.41708,-88.4935,17,NA,15,10,0,0,32,0
2022-11-14 01:00:00,16,Manistique T21,45.96703814,-86.20269854,26,28,25,NA,319,1,318,3
2022-11-13 23:59:57,17,I69MM0088 Coldwater,41.877648,-84.990414,32,NA,28,NA,265,1,278,3
2022-11-14 01:00:03,18,South Haven - i196mm0200,42.404641,-86.25104,32,NA,28,10,57,2,50,3
2022-11-13 23:58:26,19,US31MM0470 Holland,42.751002,-86.118785,33,NA,28,10,109,1,111,3
2022-11-14 00:59:56,20,US131MM1412 Constantine,41.816024,-85.662682,33,NA,28,10,273,2,277,3
2022-11-14 00:00:04,22,US131MM0610 Wayland,42.62936,-85.662635,32,NA,27,10,87,0,72,2
2022-11-14 01:00:04,24,T15 Trenary ESS,46.15847333,-86.97997464,24,NA,22,10,290,2,288,5
2022-11-14 00:01:16,25,Dafter T26,46.37466667,-84.4344333,27,NA,24,10,175,1,272,2
2022-11-14 01:00:06,27,Golden Lake,46.16046,-88.87984,18,26,15,6,182,NA,174,1
2022-11-14 01:00:02,28, ESS #7 Kwalloon Lake US131MM0122,45.28292,-84.939561,27,31,18,10,NA,NA,NA,NA
2022-11-14 00:00:03,29,I94MM0006B New Buffalo,41.767521,-86.739658,33,NA,22,10,201,2,192,5
2022-11-14 00:59:58,30,Arnheim T6,46.9534,-88.453,25,NA,23,10,285,1,279,3
2022-11-14 00:59:59,32,ESS 2 Cadillac South,44.166987,-85.438533,22,NA,20,6,0,0,115,2
2022-11-14 00:00:02,33,ESS 2 Merriweather,46.54878,-89.62556,19,NA,18,10,300,0,287,2
2022-11-14 00:59:59,34,M134MM0169 Cedarville,45.9995,-84.36333,27,33,24,NA,306,1,317,2
2022-11-14 00:00:07,36,Reed City,43.88729,-85.52686,25,NA,25,3,300,0,288,1
2022-11-14 01:00:03,37,T2 Rockland,46.7249,-89.1509,23,NA,21,10,281,1,269,2
2022-11-14 00:00:06,38,Site 7 Newberry,46.30378,-85.26,NA,30,22,NA,NA,NA,NA,NA
2022-11-14 00:59:58,39,I94MM0340B Benton Harbor,42.132851,-86.370088,32,NA,25,4,120,2,133,5
2022-11-14 01:00:03,40,ESS 1 I-75 at Levering Rd,45.63515,-84.635192,29,33,22,10,296,2,313,5
2022-11-14 00:00:01,42,Site 4 Watersmeet,46.26303,-89.17819,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-13 23:58:12,43,M94MM0001 Shingleton,46.33225,-86.46589,25,NA,24,NA,286,0,295,1
2022-11-14 00:00:05,44,T4 Nisula,46.7658,-88.9452,17,NA,15,10,58,0,58,NA
2022-11-14 00:00:02,45,MI-01 Brevort,46.00841,-85.00555,26,31,20,NA,342,2,348,6
2022-11-14 01:00:07,46,ESS 8 - Paradise,46.60047,-85.22383,26,29,24,10,0,0,347,2
2022-11-14 00:00:04,48,MI-02 Kalkaska,44.7166,-85.1906,26,NA,21,12,220,2,222,2
2022-11-14 00:00:04,49,I94MM0460 Hartford,42.192917,-86.1657,NA,NA,28,10,182,1,177,3
2022-11-14 01:00:05,50,US41MM0001 Phoenix,47.38878,-88.27761,22,NA,21,NA,120,0,119,2
2022-11-14 00:00:06,51,Site # 2 - Maple City,44.8063,-85.8963,25,NA,23,12,200,2,187,2
2022-11-14 00:00:08,52,Eastport,45.1074,-85.3521,30,NA,22,10,360,0,117,2
2022-11-13 23:59:59,53,DeTour,45.97233,-84.08558,24,NA,20,10,45,1,345,3
2022-11-14 00:00:26,54,West Branch,44.24511,-84.22731,27,NA,24,7,340,4,336,5
2022-11-14 00:00:03,56,MI-01 Rapid River,45.9261,-86.9837,27,32,23,10,269,1,268,2
2022-11-14 00:00:08,57,MI-02 Elmira,45.075,-84.8982,25,NA,25,10,210,2,221,3
2022-11-14 01:00:07,58,Lachine,45.0675,-83.7169,28,NA,26,7,270,6,274,8
2022-11-14 01:00:06,59,Houghton Lake,44.33489,-84.80651,25,NA,24,10,NA,NA,NA,NA
2022-11-14 00:00:09,61,Ludington,43.95574,-86.33909,30,NA,26,6,70,1,119,3
2022-11-14 01:00:02,62,Twin Lakes,46.88494,-88.8637,20,NA,18,NA,0,0,346,1
2022-11-14 00:00:07,63,T16 Kiva,46.2721,-87.1174,23,NA,21,5,9,1,342,3
2022-11-14 00:00:04,64,ESS Site 10 Ontonagon,46.86689,-89.31436,26,29,23,10,213,1,241,4
2022-11-14 00:00:06,65,MI-01 Harvey,46.48812,-87.23149,24,32,23,4,207,2,184,5
2022-11-14 00:00:05,66,MI-02 Curran,44.7265,-83.8083,26,NA,16,10,290,0,276,2
2022-11-14 00:00:10,67,St. Ignace,45.89735,-84.74475,28,33,NA,NA,NA,NA,NA,NA
2022-11-14 00:00:04,68,T17 Sundell,46.34745833,-87.11594722,23,NA,22,10,0,0,261,1
2022-11-14 01:00:26,69,WELLSTON ESS SIte #7,44.2227,-85.8053,27,NA,26,12,125,0,127,1
2022-11-14 01:00:05,70,MI-01 Engadine,46.10089,-85.6178,26,32,20,2 3/4,263,5,256,7
2022-11-14 00:00:03,71,Michigamme,46.53887,-88.12978,18,NA,15,12,342,0,315,1
2022-11-14 00:00:04,72,Trout Creek T3,46.47888,-88.99046,21,NA,19,10,247,1,270,2
2022-11-14 01:00:00,76,St12 Cedar River,45.55023131,-87.26991195,27,NA,20,10,337,2,339,5
2022-11-14 01:00:06,79,Cooks,45.9096,-86.48062,27,32,26,NA,0,0,258,1
2022-11-14 00:59:58,81,T5 Calumet,47.21913,-88.458,24,27,21,9,4,1,11,2
2022-11-14 01:00:12,82,Wakefield,46.4773,-89.9519,20,NA,18,10,0,0,237,0
2022-11-14 00:00:06,83,Gwinn,46.27616,-87.41586,22,28,22,NA,0,0,278,2
2022-11-14 01:00:04,84,Rudyard,46.18625,-84.56087,26,30,NA,6,298,0,291,2
2022-11-14 00:00:02,85,Hermansville,45.75189,-87.6825,22,27,19,10,260,0,248,1
2022-11-14 01:00:05,86,T9 Republic,46.25009,-88.01069,20,NA,18,10,0,0,346,1
2022-11-14 01:00:08,87,Presque Isle # 32,45.331,-83.5754,29,NA,21,12,290,3,300,6
2022-11-13 23:59:59,88,Silver City,46.83028,-89.56828,30,NA,23,10,178,1,187,2
2022-11-13 23:59:59,89,T22 Blaney Park,46.1006,-85.9267,26,NA,23,10,288,1,263,4
2022-11-14 00:00:04,90,I94MM0844B Galesburg,42.271174,-85.441124,33,NA,29,10,205,0,231,2
2022-11-13 23:59:55,91,Gaylord West AWS#1,45.061387,-84.782222,NA,30,NA,NA,NA,NA,NA,NA
2022-11-13 23:59:54,94,Kalamazoo,42.23807,-85.677811,32,NA,28,12,NA,NA,NA,NA
2022-11-14 00:00:05,95,Fife Lake,44.5123,-85.4022,22,NA,21,10,330,0,29,2
2022-11-14 01:00:09,96,MANISTEE Site # 8,44.2198,-86.3088,29,NA,29,3,165,2,171,4
2022-11-14 01:00:24,97,MI-03 US-31 at 31BR,43.25075,-86.20448,NA,38,26,12,NA,NA,NA,NA
2022-11-14 00:58:46,98,MI-03 Coopersville,43.05335,-85.90804,NA,40,27,12,86,1,135,2
2022-11-14 01:00:13,99,MI-03 US-31 at I-96,43.17153,-86.20579,NA,39,26,12,358,1,350,3
2022-11-13 23:59:58,103,I-75 @ Square Lake Road,42.614312,-83.233604,32,31,21,NA,336,1,344,2
2022-11-14 00:00:05,110,Escanaba River Bridge,45.794878,-87.07607,27,28,21,12,340,2,317,7
2022-11-13 23:59:59,121,MDOT site,44.7556,-85.51966,29,32,27,1/4,79,3,43,7
2022-11-14 00:00:09,124,ESS 1 MM-22 AT NORTH EAGLE HWY,45.05765,-85.69938,29,76,26,10,81,2,80,4
2022-11-14 01:00:08,125,ESS 2 - M-32 AT COUNTY RD 491,44.96178,-84.28186,23,31,19,12,NA,NA,NA,NA
2022-11-14 01:00:02,126,ESS 3  I-75 NORTH OF EXIT 215,44.28402,-84.32824,NA,30,NA,NA,NA,NA,NA,NA
2022-11-14 01:00:04,127,BDWS BRIDGE 1 - E 50 RD - US 131 M-MM 174.2,44.17932,-85.42504,NA,25,NA,NA,NA,NA,NA,NA
2022-11-14 01:00:08,128,B-2  M115 at N River Road,43.979868,-85.083738,24,30,19,12,0,0,107,1
2022-11-14 01:00:07,132,B-3  M-20 at Costabella Ave,43.595634,-85.085774,27,28,22,12,14,0,349,1
2022-11-14 01:00:05,133,B-8  US-10 at M-47,43.59716,-84.139437,28,28,18,12,345,2,340,4
2022-11-14 00:00:03,134,B-15,43.177376,-83.769255,29,29,19,12,279,1,267,2
2022-11-13 23:58:15,135,B-17,42.80168,-83.730006,NA,36,19,12,294,2,300,6
2022-11-14 01:00:02,136,B-19,43.009118,-83.679774,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-14 01:00:01,137,B-21  I-69 at M-24,43.024745,-83.322205,NA,24,NA,NA,NA,NA,NA,NA
2022-11-14 00:00:08,138,B-22 WB I-69 Rest Area W of Capac,42.992582,-82.959523,26,27,17,12,90,1,102,2
2022-11-14 01:00:07,139, B-27 I-75 at Zilwaukee Bridge,43.48901,-83.925009,28,23,18,12,356,2,7,3
2022-11-14 01:00:07,140,B-99 I-675 at Henry Marsh Bridge,43.440276,-83.948587,28,26,18,12,286,0,288,2
2022-11-13 23:59:59,141,M-1,42.774375,-83.526573,31,36,18,12,287,NA,334,2
2022-11-14 00:00:05,142,M-2,42.868855,-83.295864,30,36,16,12,339,1,352,4
2022-11-14 00:59:57,143,M-5,42.477155,-83.113198,34,36,20,NA,NA,NA,NA,NA
2022-11-14 00:59:59,144,M-1,42.707172,-82.774397,32,35,18,12,288,2,292,4
2022-11-13 23:58:04,145,M-1,42.367718,-83.545674,32,36,22,12,286,1,293,3
2022-11-14 00:00:27,146,M-9,42.341591,-83.4415,33,38,23,12,284,2,300,4
2022-11-14 01:00:00,147,M-9,42.275913,-83.160324,35,40,21,12,286,4,283,7
2022-11-14 00:59:57,149,M-11,42.21912,-83.54002,33,38,23,NA,NA,NA,NA,NA
2022-11-14 00:59:55,150,M-13,42.640709,-83.239648,32,36,20,NA,NA,NA,NA,NA
2022-11-13 23:59:55,151,M-14,42.453832,-83.430961,33,37,22,NA,NA,NA,NA,NA
2022-11-14 00:59:59,152,M-18,42.555847,-82.859558,33,37,19,12,337,2,340,5
2022-11-14 00:00:02,153,M-19,42.496231,-82.918015,33,NA,19,12,334,2,345,4
2022-11-13 23:59:55,154,M-22,42.187557,-83.243858,34,NA,23,NA,NA,NA,NA,NA
2022-11-13 23:58:27,155,M-24,42.383812,-83.478035,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-14 00:00:02,156,I75N @ Crooks,42.605172,-83.170011,NA,37,21,12,296,0,294,3
2022-11-14 01:00:08,157,I75S-MM060.1,42.4604209,-83.1060032,34,40,21,12,334,2,340,5
2022-11-14 00:59:55,1,I75MM2638-ESS,44.785642,-84.715639,NA,NA,NA,10,NA,NA,NA,NA
2022-11-14 01:59:56,2,I75SMM2834-RPU,45.0549111,-84.6885,NA,31,NA,10,NA,NA,NA,NA
2022-11-14 01:59:57,4,Kalaska East M-72 at Sunset Trail,44.713161,-84.979797,25,NA,24,NA,NA,NA,NA,NA
2022-11-14 00:59:55,5,Interlochen ESS#5,44.658686,-85.815533,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-14 01:59:59,7,AWS #2 I-75 at Trowbridge,45.229483,-84.587187,28,25,18,NA,NA,NA,NA,NA
2022-11-14 01:59:56,9,Negaune,46.5346,-87.5278,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-14 00:59:57,10,US12MM6149 Edwardsburg,41.788123,-86.127571,32,NA,25,10,319,0,313,1
2022-11-14 00:57:38,11,Escanaba River Bridge,45.794878,-87.07607,27,26,21,12,327,3,320,5
2022-11-14 01:00:01,12,ESS#4 Sherman,44.445858,-85.698384,26,NA,24,10,NA,NA,NA,NA
2022-11-14 02:00:02,13,M79MM0495 Hastings,42.610004,-85.263515,31,NA,26,10,0,0,263,1
2022-11-14 02:00:02,14,I94MM1083B Marshall,42.297782,-84.999126,32,NA,26,10,19,NA,47,2
2022-11-14 00:59:57,15,Covington Site 6,46.41708,-88.4935,16,NA,14,10,0,0,238,NA
2022-11-14 01:00:00,16,Manistique T21,45.96703814,-86.20269854,26,28,25,NA,319,2,330,2
2022-11-14 01:59:58,17,I69MM0088 Coldwater,41.877648,-84.990414,32,NA,28,NA,265,1,278,3
2022-11-14 01:00:03,18,South Haven - i196mm0200,42.404641,-86.25104,32,NA,28,9,114,2,121,4
2022-11-14 00:58:26,19,US31MM0470 Holland,42.751002,-86.118785,NA,NA,28,10,114,1,84,3
2022-11-14 00:59:56,20,US131MM1412 Constantine,41.816024,-85.662682,33,NA,29,10,317,1,332,2
2022-11-14 01:00:04,22,US131MM0610 Wayland,42.62936,-85.662635,NA,NA,29,10,356,NA,216,2
2022-11-14 02:00:05,24,T15 Trenary ESS,46.15847333,-86.97997464,24,NA,22,10,227,1,272,2
2022-11-14 01:58:47,25,Dafter T26,46.37466667,-84.4344333,27,NA,24,10,72,1,47,4
2022-11-14 02:00:06,27,Golden Lake,46.16046,-88.87984,16,25,14,6,148,0,168,1
2022-11-14 02:00:02,28, ESS #7 Kwalloon Lake US131MM0122,45.28292,-84.939561,28,32,20,10,NA,NA,NA,NA
2022-11-14 02:00:03,29,I94MM0006B New Buffalo,41.767521,-86.739658,33,NA,22,10,201,2,192,5
2022-11-14 00:59:58,30,Arnheim T6,46.9534,-88.453,25,NA,22,10,290,1,279,2
2022-11-14 01:59:59,32,ESS 2 Cadillac South,44.166987,-85.438533,23,NA,21,6,115,0,168,2
2022-11-14 01:00:02,33,ESS 2 Merriweather,46.54878,-89.62556,17,NA,16,10,297,1,288,2
2022-11-14 00:59:59,34,M134MM0169 Cedarville,45.9995,-84.36333,26,32,24,NA,346,2,341,4
2022-11-14 02:00:07,36,Reed City,43.88729,-85.52686,25,NA,25,3,300,NA,288,1
2022-11-14 01:00:03,37,T2 Rockland,46.7249,-89.1509,19,NA,17,10,24,NA,89,2
2022-11-14 01:00:07,38,Site 7 Newberry,46.30378,-85.26,NA,28,22,NA,NA,NA,NA,NA
2022-11-14 01:59:59,39,I94MM0340B Benton Harbor,42.132851,-86.370088,32,NA,25,4,120,2,108,3
2022-11-14 01:00:03,40,ESS 1 I-75 at Levering Rd,45.63515,-84.635192,29,33,23,10,219,1,271,3
2022-11-14 01:00:00,42,Site 4 Watersmeet,46.26303,-89.17819,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-14 01:58:12,43,M94MM0001 Shingleton,46.33225,-86.46589,25,NA,24,NA,286,0,295,1
2022-11-14 01:00:06,44,T4 Nisula,46.7658,-88.9452,17,NA,15,10,0,0,98,0
2022-11-14 01:00:02,45,MI-01 Brevort,46.00841,-85.00555,26,30,21,NA,345,4,343,8
2022-11-14 02:00:08,46,ESS 8 - Paradise,46.60047,-85.22383,26,28,25,2,243,0,263,1
2022-11-14 01:00:04,48,MI-02 Kalkaska,44.7166,-85.1906,26,NA,21,12,220,1,223,2
2022-11-14 02:00:04,49,I94MM0460 Hartford,42.192917,-86.1657,32,NA,28,10,182,1,177,3
2022-11-14 01:00:05,50,US41MM0001 Phoenix,47.38878,-88.27761,21,NA,20,NA,240,1,225,2
2022-11-14 01:00:05,51,Site # 2 - Maple City,44.8063,-85.8963,26,NA,24,12,235,2,235,3
2022-11-14 01:00:07,52,Eastport,45.1074,-85.3521,31,NA,23,10,0,0,129,1
2022-11-14 01:59:59,53,DeTour,45.97233,-84.08558,24,NA,20,10,45,1,345,3
2022-11-14 01:00:26,54,West Branch,44.24511,-84.22731,28,NA,21,7,345,1,324,3
2022-11-14 02:00:02,56,MI-01 Rapid River,45.9261,-86.9837,27,32,23,10,269,1,268,2
2022-11-14 01:00:07,57,MI-02 Elmira,45.075,-84.8982,25,NA,25,10,240,1,242,3
2022-11-14 02:00:07,58,Lachine,45.0675,-83.7169,28,NA,27,7,260,6,264,6
2022-11-14 01:00:06,59,Houghton Lake,44.33489,-84.80651,24,NA,23,10,NA,NA,NA,NA
2022-11-14 01:00:08,61,Ludington,43.95574,-86.33909,30,NA,26,6,85,1,101,2
2022-11-14 01:00:02,62,Twin Lakes,46.88494,-88.8637,17,NA,15,NA,236,0,216,1
2022-11-14 02:00:06,63,T16 Kiva,46.2721,-87.1174,23,NA,21,5,9,1,11,3
2022-11-14 02:00:04,64,ESS Site 10 Ontonagon,46.86689,-89.31436,26,29,23,10,213,1,241,4
2022-11-14 02:00:05,65,MI-01 Harvey,46.48812,-87.23149,24,30,23,4,207,2,184,5
2022-11-14 01:00:05,66,MI-02 Curran,44.7265,-83.8083,25,NA,17,10,275,3,275,5
2022-11-14 02:00:10,67,St. Ignace,45.89735,-84.74475,28,33,NA,NA,NA,NA,NA,NA
2022-11-14 01:00:03,68,T17 Sundell,46.34745833,-87.11594722,23,NA,22,10,0,0,271,NA
2022-11-14 01:00:08,69,WELLSTON ESS SIte #7,44.2227,-85.8053,26,NA,26,12,100,0,102,1
2022-11-14 02:00:05,70,MI-01 Engadine,46.10089,-85.6178,26,31,22,2 3/4,262,3,267,5
2022-11-14 02:00:03,71,Michigamme,46.53887,-88.12978,18,NA,15,12,342,0,315,1
2022-11-14 01:00:03,72,Trout Creek T3,46.47888,-88.99046,19,NA,18,10,0,0,277,0
2022-11-14 01:00:00,76,St12 Cedar River,45.55023131,-87.26991195,23,NA,18,10,271,1,275,3
2022-11-14 02:00:07,79,Cooks,45.9096,-86.48062,26,32,26,NA,209,0,190,1
2022-11-14 01:59:58,81,T5 Calumet,47.21913,-88.458,23,27,20,10,281,1,247,3
2022-11-14 02:00:12,82,Wakefield,46.4773,-89.9519,18,NA,17,10,0,0,117,1
2022-11-14 01:00:06,83,Gwinn,46.27616,-87.41586,20,27,20,NA,0,0,247,1
2022-11-14 01:00:04,84,Rudyard,46.18625,-84.56087,26,31,NA,2 1/2,306,1,293,2
2022-11-14 01:00:03,85,Hermansville,45.75189,-87.6825,21,24,17,10,0,0,292,1
2022-11-14 02:00:05,86,T9 Republic,46.25009,-88.01069,20,NA,18,10,0,0,4,NA
